registry,image_name,tag,digest,mtype,os,arch,variant,insecure,digest_source,image_type,groups
cp.icr.io,cp/redis-proxy-5.0.9,1.2.2,sha256:865cac95dba8cc380be0179257d7af6dd44165d106018c7fa0258765581ddbbd,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxylog-5.0.9,1.2.2,sha256:3a9959843e30e088a465516eb8b7457e21c8385ea71c75e5888fcb6a13fec06a,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-db-5.0.9,1.2.3,sha256:1fb39c7f9c16b8668bbc92416bc55e2ad4d94020a61decaf634f3464e24f2d48,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-mgmt-5.0.9,1.2.3,sha256:399bc06aee99a925734af09bc5bbb934d5d00f261309a40045d20899568c1d8c,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxy-5.0.9,1.2.3,sha256:99f6020211b2e69722b9c6d6100a48fde506c06860ba957764ef9c30141f8d89,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxylog-5.0.9,1.2.3,sha256:ad94fe2072450af2687d42ece502889a7b62ad5bdb77a63db50f26632bb2d1a5,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-db-5.0.9,1.3.0,sha256:1f6ed6d1fc145c98a223c773face1465f1a3db454547e7d1d0cae90d92bb3306,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-mgmt-5.0.9,1.3.0,sha256:5dc5b4334c24b384bf6b9668b123ff66de11780629d1de5a089b8ad5cf953672,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxy-5.0.9,1.3.0,sha256:ea916fc36b267e8f4a43e31b3984808a5fee8613881b538e07703a3c1e124444,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxylog-5.0.9,1.3.0,sha256:cb487240ad7808eb0e98f2ed031c92275a3eeef439efca28a474e9fdfcf1df58,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-db-5.0.9,1.3.1,sha256:a9872f87afdb77fdd56d43d68f99301c96cddae11d3ce56fad31038b016ead88,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-mgmt-5.0.9,1.3.1,sha256:2df414b2c8d666257f498772a2151b574e4202cc21d2f364b5e9060e9c58be57,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxy-5.0.9,1.3.1,sha256:1b08f18baab855ca28fcd308968e49548375dc1f94088df8f54a26a0bb5931e8,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxylog-5.0.9,1.3.1,sha256:d403c796c6e77a78ec960eeff1e0de79496bf9ee49810a36a15b669ab25dc8b8,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-db-5.0.9,1.3.2,sha256:5b1d73c89fffa2b34f3cdc4d44b6891769d1743f932f24e7f20ba7411606b390,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-mgmt-5.0.9,1.3.2,sha256:fa5ed39717524390dfc151decc2213458e3839c87a430a0ef844f2814a511ffa,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxy-5.0.9,1.3.2,sha256:b3a9ac4a6f7fddbd897fa9dda34a64fdb0798ac03a20616b1859a32edb9afce7,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxylog-5.0.9,1.3.2,sha256:df5b460435671cbf0e4e476ee9eb3ae56b7efa4d93e19589a9aea465770e8338,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-db-5.0.9,1.3.3,sha256:39c0ac7ce06424a752d3ddece7de9535ca3dcdb26dab849f8aab04acc2f54d97,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-mgmt-5.0.9,1.3.3,sha256:7f61e601b912667bac6a449072e6d468ff5f6e2f75c07bbce9233f8e5ef7f678,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxy-5.0.9,1.3.3,sha256:abbe1f13e9a0c6f0b82654945e4a131db7c520c4027ce279ace1b4a44c71eefe,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxylog-5.0.9,1.3.3,sha256:8f03b3d002d1bb81142f972dd06266e7be52b8a3281b7bbbfc2cdf3198456f2d,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-db-5.0.9,1.4.0,sha256:624eaa96d4f3b0e802b51280499799d39b80308bdb18f3ad328c4721fe29bbd1,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-mgmt-5.0.9,1.4.0,sha256:3ac0f915b23a6386f83dc412b254bd1bd8e443a9701ed62f5eff3bd0c74d038b,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxy-5.0.9,1.4.0,sha256:91a4ca7ed09089c9b4f6dbadece04bd74761110914d1f12e57400bdc720b205d,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxylog-5.0.9,1.4.0,sha256:8a20ed591bdb30ca49bd7bb63e1e40ac3b9a62235b9de24bc7374d14f43684d8,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-db-5.0.9,1.4.1,sha256:abb62a26a37480e547aa8f89cf9e5ca78a934530aae5330799ebe9f3bdec6a55,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-mgmt-5.0.9,1.4.1,sha256:934b641167b985a13f1b39528bdb60a9a6b2e26c7e67dd9ab584dda44100bd12,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxy-5.0.9,1.4.1,sha256:59ab41ae0890744cce5ce427b2fa35eb5261bf3feca074d6d3652e1788ee9fff,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxylog-5.0.9,1.4.1,sha256:7014fab71d173aef91e94e67f0ac9ba228a3d15ae898468bafc58dcc14ad028f,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-db-5.0.9,1.4.2,sha256:510ef25700c63796ab43e61f2a7222b164bc3063d3fb8e7010e80b09fccfb281,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-mgmt-5.0.9,1.4.2,sha256:2e79c915a50af87a57b9b8cc727e45986d356bd15b10847220c96b4810efde92,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxy-5.0.9,1.4.2,sha256:bd9b6d5634ca260b46bb8e74bca37ba290a90abc2514a631a383044c370cd7b2,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxylog-5.0.9,1.4.2,sha256:4b8337b43bc1533329a911695e23cd93baeeb5fff5a250598b2e11f43ae47879,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-db-5.0.9,1.4.3,sha256:1041a0f7c2dd8a8886fe1bc22ea20c3ef8a60c44da77e27e1c7232111c6c2c54,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-mgmt-5.0.9,1.4.3,sha256:87121bef639910da91ede486706c1c4840b15e31a1d1e5dc5c3a48a55465d701,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxy-5.0.9,1.4.3,sha256:a6bf03767ca72fddbcbb2b83fc8cfb3fd71ef1477af78d6c6d7834bdf77c00b8,LIST,"","","",0,CASE,"",""
cp.icr.io,cp/redis-proxylog-5.0.9,1.4.3,sha256:84b4b5fa30b738631cca76a08c77526e33faad9f66727a8dee1b9afc0b1c65e7,LIST,"","","",0,CASE,"",""
docker.io,ibmcom/ibm-cloud-databases-redis-operator,1.0.0,sha256:2907ff46fc0ac70334d7a09a5227e75ec9cf9504b0641b1bcd928dc737087584,IMAGE,linux,amd64,"",0,CASE,"",""
docker.io,ibmcom/ibm-cloud-databases-redis-operator,1.1.0,sha256:73b77830c14cd8cf208ff6639d70f29a6868621ba4ad963ac2ee1dfcc1dc1b99,LIST,"","","",0,CASE,"",""
docker.io,ibmcom/ibm-cloud-databases-redis-operator,1.1.1,sha256:24cdfed73434395ccc35254a0b158a5efb7c2fb775ddbcaca2e87f89b1f00337,LIST,"","","",0,CASE,"",""
docker.io,ibmcom/ibm-cloud-databases-redis-operator,1.2.0,sha256:09c1f4d69af99382398bb2cc072b0f72a586db0144e3f2a038b1d38c7533d137,LIST,"","","",0,CASE,"",""
docker.io,ibmcom/ibm-cloud-databases-redis-operator,1.2.1,sha256:1710b35483b5a6532267183fef0982e0aea10e99173d995ae852ca187a2adcde,LIST,"","","",0,CASE,"",""
docker.io,ibmcom/ibm-cloud-databases-redis-operator,1.2.2,sha256:044d5657e097f68ef099a218d76842f4b01d600dc774d1c65c134f4fb4fe00d9,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-cloud-databases-redis-operator,1.2.3,sha256:fa4883c3b1f72771accf1ba122a4f37233b16d68c8dc58f4525300b470158c3e,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-cloud-databases-redis-operator,1.3.0,sha256:55ea726ad0722af6db43304766cd868d6f8c24cc1ce2f4c30e32d62a4e631192,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-cloud-databases-redis-operator,1.3.1,sha256:fc49f7e2ad11771df2702d46bbbf999897b0c1688ebf237aad0b2c5634b294d9,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-cloud-databases-redis-operator,1.3.2,sha256:d3b2d598a71197f7e8627d954bac1844b2ec7d5e74db73398c9f35e30439937e,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-cloud-databases-redis-operator,1.3.3,sha256:28cdc84626c1101d00576b0a1bcdbdf77e8feccfa3477875eaf1392e3f8e1b31,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-cloud-databases-redis-operator,1.4.0,sha256:e06afe0e558004173aa1b31ee454c6bd3278d8071ceb123747da9fdca086e749,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-cloud-databases-redis-operator,1.4.1,sha256:24bf6d82f39fceaab576de5664555d73c66cad07801b36774a49d5e0ca4729e8,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-cloud-databases-redis-operator,1.4.2,sha256:1390e546516fea85f010cc3e515f1d980c609626e8a5b2162ea10b6b4e25f61a,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-cloud-databases-redis-operator,1.4.3,sha256:3b6523aa8bfe5347f249b74d1ad7ed4348175e1fb4e3b8e373343ae5232a40c7,LIST,"","","",0,CASE,"",""
docker.io,ibmcom/ibm-cloud-databases-redis-operator-bundle,1.0.0,sha256:9c1759737379ccdb4d61498e7307bf10187af5f794346980636a0a4d262e1e6f,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
docker.io,ibmcom/ibm-cloud-databases-redis-operator-bundle,1.1.0,sha256:35f20e5fd0677c27007165be3a27fc1dea6bd85ba5c084ed310633cd722c22ff,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
docker.io,ibmcom/ibm-cloud-databases-redis-operator-bundle,1.1.1,sha256:c3d272cb4bb6ca996db9e266b1562ea7ce83d71d7dc42374eed0bf58a43cc164,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
docker.io,ibmcom/ibm-cloud-databases-redis-operator-bundle,1.1.2,sha256:93cc4e2730b2eb7c285c93d21173fa6a8c36b8ece5795d5a2e8f77e199a9faba,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
docker.io,ibmcom/ibm-cloud-databases-redis-operator-bundle,1.2.0,sha256:87fa5f37dca8b51813f9150eab8d5d396e197f5693f71a7310e667ef7ea092db,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
docker.io,ibmcom/ibm-cloud-databases-redis-operator-bundle,1.2.1,sha256:c1755b5b57f644ea638a1774e4fe8fb7e90debec86080a37e7edbe25df892646,LIST,"","","",0,CASE,olm-bundle,""
docker.io,ibmcom/ibm-cloud-databases-redis-operator-bundle,1.2.2,sha256:d4a2192dddc32a87a1e2989437190efb47c0696e7b7936f8b95ecc99146ec4e2,LIST,"","","",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-cloud-databases-redis-operator-bundle,1.2.3,sha256:1dc186b706b0c1831ff3f5f36e941f717f3002104bb81284214e7a7b028c043b,LIST,"","","",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-cloud-databases-redis-operator-bundle,1.3.0,sha256:9c76481268c91ffb96248b7de3f6272ced5dd57e68f167d1e18dc10f958fe132,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-cloud-databases-redis-operator-bundle,1.3.1,sha256:1ab793bb20dcbece6cdacdb7d383ab4fbb601886749bdf5f67e7991e87f1fff7,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-cloud-databases-redis-operator-bundle,1.3.2,sha256:241c6a04a6cb61f9d460fed88d3069137027cc5c2bd16fb224c759d4354685ca,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-cloud-databases-redis-operator-bundle,1.3.3,sha256:00587c1db5d17f19db49e86cb3adde018e3c5def790d4af8a65c679fc062c09d,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-cloud-databases-redis-operator-bundle,1.4.0,sha256:154af7578bbfe09c396255f501b40888cda9367c0da7b8bdb96f82edf55dfbe5,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-cloud-databases-redis-operator-bundle,1.4.1,sha256:ea303e9e410c003e04f6c1883b89750e1cd793223204406b7277292ba5b91bd6,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-cloud-databases-redis-operator-bundle,1.4.2,sha256:9e9c187a25a2e7ab48c5a27bcd75d0a615da63ab9cc02d17409a9e86f424d2d6,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-cloud-databases-redis-operator-bundle,1.4.3,sha256:4be197bf1d42d928203a469c534bafac75dc2baa23cc36700ef734ce3a44a44c,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
icr.io,cpopen/ibm-cloud-databases-redis-catalog,1.4.3,sha256:9d4eec7ba489efefa6e8be937a79173a4c0cfad5ca5ad2f648f0eed10261a165,LIST,"","","",0,CASE,olm-catalog,""
